Source,Annotate Class File,Ctrl+1,Browsing attached Java Source,org.eclipse.jdt.ui.edit.text.java.annotate.classFile
Window,Maximize Active View or Editor,Ctrl+M,In Windows,org.eclipse.ui.window.maximizePart
Text Editing,Delete Next Word,Ctrl+Delete,Editing Text,org.eclipse.ui.edit.text.deleteNextWord
Run/Debug,Toggle Memory Monitors Pane,Ctrl+T,In Memory View,org.eclipse.debug.ui.commands.toggleMemoryMonitorsPane
Navigate,Go to Previous Member,Ctrl+Shift+Up,Editing JavaScript Source,org.eclipse.wst.jsdt.ui.edit.text.java.goto.previous.member
Text Editing,Move Lines Down,Alt+Down,Editing Text,org.eclipse.ui.edit.text.moveLineDown
Refactor - Java,Extract Method,Alt+Shift+M,In Windows,org.eclipse.jdt.ui.edit.text.java.extract.method
Views,Show View (Type Hierarchy),"Alt+Shift+Q, T",In Windows,org.eclipse.ui.views.showView
Run/Debug,Run OSGi Framework,"Alt+Shift+X, O",In Windows,org.eclipse.pde.ui.EquinoxLaunchShortcut.run
Text Editing,Scroll Line Down,Ctrl+Down,Editing Text,org.eclipse.ui.edit.text.scroll.lineDown
Edit,Toggle Insert Mode,Ctrl+Shift+Insert,Editing Text,org.eclipse.ui.edit.text.toggleInsertMode
Terminal view commands,Terminal view insert,Alt+D,Terminal Typing Connected,org.eclipse.tm.terminal.command1
Edit,Select Next Element,Alt+Shift+Right,Editing in Structured Text Editors,org.eclipse.wst.sse.ui.structure.select.next
Text Editing,Select Line End,Shift+End,Editing Text,org.eclipse.ui.edit.text.select.lineEnd
Navigate,Quick Outline,Ctrl+O,Editing JavaScript Source,org.eclipse.wst.jsdt.ui.edit.text.java.show.outline
Git,Copy Path to Clipboard,Ctrl+C,In Git Repositories View,org.eclipse.egit.ui.RepositoriesViewCopyPath
Edit,Format Active Elements,Ctrl+I,Editing in Structured Text Editors,org.eclipse.wst.sse.ui.format.active.elements
TM4E Language Configuration,Toggle Line Comment,Ctrl+Shift+C,Editing Text,org.eclipse.tm4e.languageconfiguration.toggleLineCommentCommand
Edit,Move,Alt+Shift+V,Editing JSP Source,org.eclipse.jst.jsp.ui.refactor.move
Run/Debug,Next Page of Memory,Ctrl+Shift+.,In Table Memory Rendering,org.eclipse.debug.ui.command.nextpage
TM4E Language Configuration,Add Block Comment,Ctrl+Shift+/,Editing Text,org.eclipse.tm4e.languageconfiguration.addBlockCommentCommand
Terminal view commands,Paste,Ctrl+Shift+V,Terminal Control in Focus,org.eclipse.tm.terminal.paste
Source,Add Text Block,Ctrl+Shift+',Editing Java Source,org.eclipse.jdt.ui.edit.text.java.add.textblock
Views,Show View (Problems),"Alt+Shift+Q, X",In Windows,org.eclipse.ui.views.showView
Edit,Restore Last Selection,Alt+Shift+Down,Editing in Structured Text Editors,org.eclipse.wst.sse.ui.structure.select.last
Run/Debug,EOF,Ctrl+Z,In I/O Console,org.eclipse.debug.ui.commands.eof
Window,Next Perspective,Ctrl+F8,In Windows,org.eclipse.ui.window.nextPerspective
Edit,Copy,Ctrl+Insert,In Dialogs and Windows,org.eclipse.ui.edit.copy
Terminal Commands,Open Local Terminal on Selection,Ctrl+Alt+Shift+T,In Windows,org.eclipse.tm.terminal.view.ui.command.launchToolbar
Run/Debug,Terminate,Ctrl+F2,Debugging,org.eclipse.debug.ui.commands.Terminate
Source,Open External Documentation,Shift+F2,Editing Ant Buildfiles,org.eclipse.ant.ui.openExternalDoc
Source,Surround With Quick Menu,Alt+Shift+Z,JavaScript View,org.eclipse.wst.jsdt.ui.edit.text.java.surround.with.quickMenu
Git,Collapse Working Tree,Ctrl+Left,In Git Repositories View,org.eclipse.egit.ui.RepositoriesViewCollapseWorkingTree
Source,Remove Block Comment,Ctrl+Shift+\,Editing Java Source,org.eclipse.jdt.ui.edit.text.java.remove.block.comment
Source,Toggle Ant Mark Occurrences,Alt+Shift+O,Editing Ant Buildfiles,org.eclipse.ant.ui.toggleMarkOccurrences
Run/Debug,Step Into,F5,Debugging,org.eclipse.debug.ui.commands.StepInto
Window,Toggle Full Screen,Alt+F11,In Dialogs and Windows,org.eclipse.ui.window.fullscreenmode
Source,Toggle Mark Occurrences,Alt+Shift+O,Editing Java Source,org.eclipse.jdt.ui.edit.text.java.toggleMarkOccurrences
Window,Show Contributing Plug-in,Alt+Shift+F3,In Dialogs and Windows,org.eclipse.ui.window.spy
Window,Show View Menu,Ctrl+F10,In Dialogs and Windows,org.eclipse.ui.window.showViewMenu
Source,Rename In File,Alt+Shift+R,Editing Ant Buildfiles,org.eclipse.ant.ui.renameInFile
Navigate,Open Resource,Ctrl+Shift+R,In Windows,org.eclipse.ui.navigate.openResource
Window,Show Key Assist,Ctrl+Shift+L,In Dialogs and Windows,org.eclipse.ui.window.showKeyAssist
Search,Declaration in Workspace,Ctrl+G,In Windows,org.eclipse.jdt.ui.edit.text.java.search.declarations.in.workspace
Navigate,Show In Breadcrumb,Alt+Shift+B,Editing Java Source,org.eclipse.jdt.ui.edit.text.java.gotoBreadcrumb
Git,Quick Outline,Ctrl+O,In Diff Viewer,org.eclipse.egit.ui.commit.DiffEditorQuickOutlineCommand
Views,Show View (Synchronize),"Alt+Shift+Q, Y",In Windows,org.eclipse.ui.views.showView
Navigate,Matching Character,Ctrl+Shift+P,Editing in Structured Text Editors,org.eclipse.wst.sse.ui.goto.matching.bracket
Text Editing,Select Line Start,Shift+Home,Editing Text,org.eclipse.ui.edit.text.select.lineStart
Uncategorized,Show Markup Cheat Sheet,F1,WikiText Markup Source Context,org.eclipse.mylyn.wikitext.ui.editor.showCheatSheetCommand
Server,Publish,Ctrl+Alt+P,In Servers View,org.eclipse.wst.server.publish
Window,Previous View,Ctrl+Shift+F7,In Windows,org.eclipse.ui.window.previousView
File,Rename,F2,In Windows,org.eclipse.ui.edit.rename
Navigate,Next Tab,Ctrl+PageDown,In Dialogs and Windows,org.eclipse.ui.navigate.nextTab
Terminal view commands,Terminal view insert,Alt+N,Terminal Typing Connected,org.eclipse.tm.terminal.command1
Navigate,Quick Hierarchy,Ctrl+T,Editing Java Source,org.eclipse.jdt.ui.edit.text.java.open.hierarchy
Window,Toggle Split Editor (Vertical),Ctrl+{,In Windows,org.eclipse.ui.window.splitEditor
Edit,Select Previous Element,Alt+Shift+Left,Editing Java Source,org.eclipse.jdt.ui.edit.text.java.select.previous
Run/Debug,Step Over,F6,Debugging,org.eclipse.debug.ui.commands.StepOver
Edit,Add Block Comment,Ctrl+Shift+/,Editing in Structured Text Editors,org.eclipse.wst.sse.ui.add.block.comment
Views,Show View (Variables),"Alt+Shift+Q, V",In Windows,org.eclipse.ui.views.showView
Text Editing,Reset Structure,Ctrl+Shift+Numpad_Multiply,Editing Text,org.eclipse.ui.edit.text.folding.restore
Source,Remove Occurrence Annotations,Alt+Shift+U,Editing Java Source,org.eclipse.jdt.ui.edit.text.remove.occurrence.annotations
Edit,Previous Sibling,Ctrl+Shift+Up,Editing in Structured Text Editors,org.eclipse.wst.xml.ui.previousSibling
Window,Switch to Editor,Ctrl+Shift+E,In Windows,org.eclipse.ui.window.switchToEditor
Text Editing,To Upper Case,Ctrl+Shift+X,Editing Text,org.eclipse.ui.edit.text.upperCase
Window,Open Config,"Ctrl+Alt+Shift+B, F",In Windows,org.springframework.ide.eclipse.boot.dash.boot.dash.OpenLaunchConfigAction
Navigate,Next Page,Alt+F7,In Windows,org.eclipse.ui.part.nextPage
Source,Toggle Comment,Ctrl+Shift+C,Editing JavaScript Source,org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment
Search,References in Workspace,Ctrl+Shift+G,In Windows,org.eclipse.jdt.ui.edit.text.java.search.references.in.workspace
Navigate,Open from Clipboard,Ctrl+Shift+V,In Windows,org.eclipse.jdt.debug.ui.command.OpenFromClipboard
Source,Add Block Comment,Ctrl+Shift+/,Editing Java Source,org.eclipse.jdt.ui.edit.text.java.add.block.comment
Terminal view commands,Terminal view insert,Alt+Y,Terminal Typing Connected,org.eclipse.tm.terminal.command1
Run/Debug,Run JUnit Plug-in Test,"Alt+Shift+X, P",In Windows,org.eclipse.pde.ui.junitWorkbenchShortcut.run
Source,Add JSDoc Comment,Alt+Shift+J,JavaScript View,org.eclipse.wst.jsdt.ui.edit.text.java.add.javadoc.comment
Navigate,Open Type Hierarchy,F4,In Windows,org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy
Source,Indent Line,Ctrl+I,Editing JavaScript Source,org.eclipse.wst.jsdt.ui.edit.text.java.indent
Edit,Content Assist,Ctrl+Space,In Dialogs and Windows,org.eclipse.ui.edit.text.contentAssist.proposals
Edit,Add Maven Plugin,Ctrl+Shift+P,Editing XML Source,org.eclipse.m2e.core.ui.command.addPlugin
View,Zoom In,Ctrl+=,In Windows,org.eclipse.gef.zoom_in
Source,Toggle Comment,Ctrl+7,Editing Properties Files,org.eclipse.jdt.ui.edit.text.java.toggle.comment
Edit,Paste,Ctrl+V,In Dialogs and Windows,org.eclipse.ui.edit.paste
Git,Commit...,Ctrl+#,In Windows,org.eclipse.egit.ui.team.Commit
Quick Search,Quick Search,Ctrl+Alt+Shift+L,In Windows,org.eclipse.text.quicksearch.commands.quicksearchCommand
Window,Show System Menu,Alt+-,In Windows,org.eclipse.ui.window.showSystemMenu
File,Close,Ctrl+W,In Windows,org.eclipse.ui.file.close
Edit,Select Previous Element,Alt+Shift+Left,Editing in Structured Text Editors,org.eclipse.wst.sse.ui.structure.select.previous
Navigate,Open Plug-in Artifact,Ctrl+Shift+A,In Windows,org.eclipse.pde.ui.openPluginArtifact
YEdit,Toggle Comment,Ctrl+Shift+C,YEdit editor context,org.dadacoalition.yedit.commands.toggleComment
Edit,Copy,Ctrl+C,In Dialogs and Windows,org.eclipse.ui.edit.copy
Navigate,Previous Page,Alt+Shift+F7,In Windows,org.eclipse.ui.part.previousPage
Text Editing,Toggle Overwrite,Insert,Editing Text,org.eclipse.ui.edit.text.toggleOverwrite
